customer_id,last_purchase_date,frequency,monetary,recency,r_score,f_score,m_score,segment,clv,rfm_score
CUST034743,2024-09-13,7,8172.11,108,5,5,5,Champions,57204.77,15
CUST034744,2021-09-23,1,288.53,1194,1,2,1,Others,288.53,4
CUST034745,2023-01-10,3,1149.75,720,2,4,2,At Risk,3449.25,8
CUST034746,2023-01-02,2,817.1800000000001,728,2,3,2,At Risk,1634.3600000000001,7
CUST034747,2020-09-04,1,217.75,1578,1,2,1,Others,217.75,4
CUST034748,2022-12-02,2,3297.7699999999995,759,2,3,4,At Risk,6595.539999999999,9
CUST034749,2023-06-30,2,3403.95,549,3,3,5,Loyal Customers,6807.9,11
CUST034750,2023-07-01,1,558.59,548,3,2,1,Others,558.59,6
CUST034751,2020-07-10,1,1426.8600000000001,1634,1,2,3,Others,1426.8600000000001,6
CUST034752,2020-10-21,1,376.52,1531,1,2,1,Others,376.52,4
CUST034753,2022-03-01,1,21.68,1035,2,2,1,Others,21.68,5
CUST034754,2023-05-28,2,2465.34,582,3,3,4,Loyal Customers,4930.68,10
CUST034755,2020-07-19,1,529.67,1625,1,2,1,Others,529.67,4
CUST034756,2021-02-23,1,1535.08,1406,1,2,3,Others,1535.08,6
CUST034759,2022-11-28,2,3592.61,763,2,3,5,At Risk,7185.22,10
CUST034761,2021-10-29,1,517.64,1158,1,2,1,Others,517.64,4
CUST034762,2023-12-29,5,3854.54,367,4,5,5,Champions,19272.7,14
CUST034763,2023-08-23,2,2013.22,495,3,3,3,Loyal Customers,4026.44,9
CUST034765,2023-04-08,3,4999.4800000000005,632,3,4,5,Loyal Customers,14998.440000000002,12
CUST034766,2020-07-25,2,2260.22,1619,1,3,4,At Risk,4520.44,8
CUST034767,2023-12-31,2,784.94,365,4,3,2,Loyal Customers,1569.88,9
CUST034768,2023-10-22,4,6010.950000000001,435,3,5,5,Loyal Customers,24043.800000000003,13
CUST034769,2022-03-02,1,564.16,1034,2,2,1,Others,564.16,5
CUST034770,2024-04-14,3,2753.59,260,4,4,4,Champions,8260.77,12
CUST034771,2023-07-06,2,2518.4500000000003,543,3,3,4,Loyal Customers,5036.900000000001,10
CUST034772,2024-11-25,1,184.53,35,5,2,1,Others,184.53,8
CUST034773,2022-06-10,4,2339.67,934,2,5,4,At Risk,9358.68,11
CUST034774,2021-01-24,1,1796.84,1436,1,2,3,Others,1796.84,6
CUST034776,2023-05-25,2,2611.7000000000003,585,3,3,4,Loyal Customers,5223.400000000001,10
CUST034778,2024-09-15,2,2303.8199999999997,106,5,3,4,Loyal Customers,4607.639999999999,12
CUST034779,2023-02-12,3,3045.83,687,2,4,4,At Risk,9137.49,10
CUST034780,2024-04-22,2,2096.54,252,4,3,3,Loyal Customers,4193.08,10
CUST034781,2024-08-31,2,1609.62,121,5,3,3,Loyal Customers,3219.24,11
CUST034782,2024-09-09,4,1309.09,112,5,5,2,Loyal Customers,5236.36,12
CUST034783,2024-05-21,2,974.99,223,4,3,2,Loyal Customers,1949.98,9
CUST034784,2021-10-28,3,1205.06,1159,1,4,2,At Risk,3615.18,7
CUST034785,2020-05-21,1,891.64,1684,1,2,2,Others,891.64,5
CUST034786,2020-02-09,1,352.03,1786,1,2,1,Others,352.03,4
CUST034787,2021-07-08,1,1068.6,1271,1,2,2,Others,1068.6,5
CUST034788,2021-01-05,1,681.96,1455,1,2,1,Others,681.96,4
CUST034789,2023-02-13,2,516.52,686,2,3,1,At Risk,1033.04,6
CUST034790,2024-11-18,3,2443.32,42,5,4,4,Champions,7329.960000000001,13
CUST034791,2022-08-31,1,452.64,852,2,2,1,Others,452.64,5
CUST034792,2023-02-10,2,1930.26,689,2,3,3,At Risk,3860.52,8
CUST034793,2023-12-28,3,1246.1100000000001,368,4,4,2,Loyal Customers,3738.3300000000004,10
CUST034794,2023-08-26,2,1319.8200000000002,492,3,3,2,Loyal Customers,2639.6400000000003,8
CUST034795,2022-06-23,1,2083.52,921,2,2,3,Others,2083.52,7
CUST034796,2023-01-26,4,3385.82,704,2,5,5,At Risk,13543.28,12
CUST034797,2024-04-01,1,529.04,273,4,2,1,Others,529.04,7
CUST034798,2022-09-09,1,783.84,843,2,2,2,Others,783.84,6
CUST034799,2021-09-22,3,1542.8400000000001,1195,1,4,3,At Risk,4628.52,8
CUST034801,2024-06-07,2,2505.04,206,4,3,4,Loyal Customers,5010.08,11
CUST034802,2020-03-04,1,166.76,1762,1,2,1,Others,166.76,4
CUST034803,2024-04-01,1,652.56,273,4,2,1,Others,652.56,7
CUST034804,2022-11-01,4,2473.9700000000003,790,2,5,4,At Risk,9895.880000000001,11
CUST034805,2023-09-16,2,1528.73,471,3,3,3,Loyal Customers,3057.46,9
CUST034806,2023-12-21,3,2265.3199999999997,375,4,4,4,Champions,6795.959999999999,12
CUST034807,2024-11-14,3,1256.78,46,5,4,2,Loyal Customers,3770.34,11
CUST034808,2023-09-12,6,6965.4,475,3,5,5,Loyal Customers,41792.399999999994,13
CUST034809,2022-01-25,3,1928.91,1070,2,4,3,At Risk,5786.7300000000005,9
CUST034810,2023-08-29,2,929.36,489,3,3,2,Loyal Customers,1858.72,8
CUST034811,2021-12-19,1,274.77,1107,1,2,1,Others,274.77,4
CUST034813,2022-06-23,1,2494.75,921,2,2,4,Others,2494.75,8
CUST034814,2024-08-23,1,1439.28,129,5,2,3,Others,1439.28,10
CUST034815,2023-02-07,1,99.18,692,2,2,1,Others,99.18,5
CUST034816,2024-12-05,3,2067.13,25,5,4,3,Loyal Customers,6201.39,12
CUST034817,2023-08-28,3,1535.4099999999999,490,3,4,3,Loyal Customers,4606.23,10
CUST034818,2021-12-07,1,150.11,1119,1,2,1,Others,150.11,4
CUST034820,2020-12-08,1,817.54,1483,1,2,2,Others,817.54,5
CUST034822,2023-11-17,2,1155.34,409,3,3,2,Loyal Customers,2310.68,8
CUST034823,2022-12-24,1,69.4,737,2,2,1,Others,69.4,5
CUST034824,2023-04-15,3,2826.61,625,3,4,4,Loyal Customers,8479.83,11
CUST034825,2023-02-26,3,2767.07,673,2,4,4,At Risk,8301.210000000001,10
CUST034826,2023-02-16,2,121.63,683,2,3,1,At Risk,243.26,6
CUST034828,2023-09-09,3,2000.4699999999998,478,3,4,3,Loyal Customers,6001.41,10
CUST034829,2024-07-17,2,718.4699999999999,166,5,3,2,Loyal Customers,1436.9399999999998,10
CUST034830,2024-12-23,2,2207.01,7,5,3,3,Loyal Customers,4414.02,11
CUST034832,2023-12-01,5,5381.24,395,3,5,5,Loyal Customers,26906.199999999997,13
CUST034833,2024-07-03,2,3281.8,180,4,3,4,Loyal Customers,6563.6,11
CUST034834,2024-08-30,4,6241.34,122,5,5,5,Champions,24965.36,15
CUST034835,2024-12-06,3,2282.12,24,5,4,4,Champions,6846.36,13
CUST034836,2024-10-14,3,1040.6399999999999,77,5,4,2,Loyal Customers,3121.9199999999996,11
CUST034837,2024-02-28,3,5029.4,306,4,4,5,Champions,15088.199999999999,13
CUST034838,2023-10-26,4,3753.0199999999995,431,3,5,5,Loyal Customers,15012.079999999998,13
CUST034839,2024-02-26,3,3009.8999999999996,308,4,4,4,Champions,9029.699999999999,12
CUST034841,2023-09-01,3,1548.21,486,3,4,3,Loyal Customers,4644.63,10
CUST034842,2021-05-01,2,2491.74,1339,1,3,4,At Risk,4983.48,8
CUST034843,2023-12-15,2,3292.5800000000004,381,4,3,4,Loyal Customers,6585.160000000001,11
CUST034844,2022-11-07,1,443.61,784,2,2,1,Others,443.61,5
CUST034845,2021-04-27,2,2278.84,1343,1,3,4,At Risk,4557.68,8
CUST034846,2022-07-28,1,2544.55,886,2,2,4,Others,2544.55,8
CUST034847,2024-09-14,2,1556.78,107,5,3,3,Loyal Customers,3113.56,11
CUST034848,2022-03-18,1,1586.75,1018,2,2,3,Others,1586.75,7
CUST034850,2024-12-01,4,7504.33,29,5,5,5,Champions,30017.32,15
CUST034851,2021-04-15,1,814.38,1355,1,2,2,Others,814.38,5
CUST034852,2023-08-22,4,4407.08,496,3,5,5,Loyal Customers,17628.32,13
CUST034856,2024-07-31,4,4469.91,152,5,5,5,Champions,17879.64,15
CUST034857,2021-11-17,1,634.0,1139,1,2,1,Others,634.0,4
CUST034858,2022-03-25,2,2411.6800000000003,1011,2,3,4,At Risk,4823.360000000001,9
CUST034859,2020-11-24,1,1728.1999999999998,1497,1,2,3,Others,1728.1999999999998,6
CUST034861,2024-11-11,6,7191.93,49,5,5,5,Champions,43151.58,15
CUST034862,2024-10-12,3,5504.87,79,5,4,5,Champions,16514.61,14
CUST034863,2023-09-25,3,3397.8599999999997,462,3,4,5,Loyal Customers,10193.579999999998,12
CUST034864,2020-07-20,1,218.44,1624,1,2,1,Others,218.44,4
CUST034865,2024-09-25,2,626.48,96,5,3,1,Loyal Customers,1252.96,9
CUST034866,2020-11-04,2,3812.3600000000006,1517,1,3,5,At Risk,7624.720000000001,9
CUST034868,2024-06-14,4,4369.719999999999,199,4,5,5,Champions,17478.879999999997,14
CUST034869,2022-01-22,3,700.53,1073,2,4,2,At Risk,2101.59,8
CUST034870,2022-09-14,3,4322.43,838,2,4,5,At Risk,12967.29,11
CUST034871,2022-01-01,2,2311.64,1094,1,3,4,At Risk,4623.28,8
CUST034872,2021-01-19,2,2141.49,1441,1,3,3,At Risk,4282.98,7
CUST034873,2021-05-28,1,1603.85,1312,1,2,3,Others,1603.85,6
CUST034874,2024-10-13,4,5397.88,78,5,5,5,Champions,21591.52,15
CUST034875,2024-11-15,1,748.46,45,5,2,2,Others,748.46,9
CUST034876,2023-04-22,4,4768.86,618,3,5,5,Loyal Customers,19075.44,13
CUST034877,2024-06-12,4,4508.31,201,4,5,5,Champions,18033.24,14
CUST034878,2024-07-21,5,3310.9700000000003,162,5,5,5,Champions,16554.850000000002,15
CUST034880,2024-01-09,2,529.53,356,4,3,1,Loyal Customers,1059.06,8
CUST034881,2023-06-30,2,2709.0600000000004,549,3,3,4,Loyal Customers,5418.120000000001,10
CUST034882,2022-06-18,1,495.0,926,2,2,1,Others,495.0,5
CUST034883,2022-01-13,1,480.6,1082,1,2,1,Others,480.6,4
CUST034884,2023-09-07,1,988.84,480,3,2,2,Others,988.84,7
CUST034885,2023-10-31,1,742.04,426,3,2,2,Others,742.04,7
CUST034886,2022-11-19,1,578.55,772,2,2,1,Others,578.55,5
CUST034888,2024-09-02,2,2269.7,119,5,3,4,Loyal Customers,4539.4,12
CUST034890,2024-01-07,8,7625.67,358,4,5,5,Champions,61005.36,14
CUST034891,2022-02-19,1,489.95,1045,2,2,1,Others,489.95,5
CUST034892,2022-01-17,1,600.02,1078,1,2,1,Others,600.02,4
CUST034893,2021-07-04,1,1184.14,1275,1,2,2,Others,1184.14,5
CUST034894,2023-04-16,1,2209.16,624,3,2,4,Others,2209.16,9
CUST034895,2023-02-15,1,2097.55,684,2,2,3,Others,2097.55,7
CUST034896,2023-05-20,2,811.83,590,3,3,2,Loyal Customers,1623.66,8
CUST034897,2022-03-29,1,66.05000000000001,1007,2,2,1,Others,66.05000000000001,5
CUST034898,2023-02-14,2,3110.14,685,2,3,4,At Risk,6220.28,9
CUST034899,2023-03-15,2,2566.59,656,3,3,4,Loyal Customers,5133.18,10
CUST034900,2024-12-08,3,3909.48,22,5,4,5,Champions,11728.44,14
CUST034901,2023-03-06,1,861.51,665,3,2,2,Others,861.51,7
CUST034902,2022-07-15,1,675.1999999999999,899,2,2,1,Others,675.1999999999999,5
CUST034903,2023-06-24,3,3494.08,555,3,4,5,Loyal Customers,10482.24,12
CUST034904,2021-08-28,1,2656.45,1220,1,2,4,Others,2656.45,7
CUST034905,2023-06-21,2,1812.3600000000001,558,3,3,3,Loyal Customers,3624.7200000000003,9
CUST034906,2024-12-14,1,514.04,16,5,2,1,Others,514.04,8
CUST034907,2021-11-01,2,2622.54,1155,1,3,4,At Risk,5245.08,8
CUST034909,2023-10-07,2,1862.7900000000002,450,3,3,3,Loyal Customers,3725.5800000000004,9
CUST034910,2024-12-23,3,2767.85,7,5,4,4,Champions,8303.55,13
CUST034914,2022-11-07,2,1175.7,784,2,3,2,At Risk,2351.4,7
CUST034915,2023-12-26,2,3823.73,370,4,3,5,Loyal Customers,7647.46,12
CUST034916,2021-06-24,4,5826.82,1285,1,5,5,At Risk,23307.28,11
CUST034918,2022-07-11,3,2166.8,903,2,4,3,At Risk,6500.400000000001,9
CUST034920,2022-03-18,1,1195.16,1018,2,2,2,Others,1195.16,6
CUST034921,2024-08-09,3,2514.4799999999996,143,5,4,4,Champions,7543.439999999999,13
CUST034923,2024-12-27,3,753.62,3,5,4,2,Loyal Customers,2260.86,11
CUST034924,2023-07-03,3,2691.91,546,3,4,4,Loyal Customers,8075.73,11
CUST034925,2022-07-01,2,1291.94,913,2,3,2,At Risk,2583.88,7
CUST034927,2024-07-03,3,2924.28,180,4,4,4,Champions,8772.84,12
CUST034928,2024-05-10,1,915.56,234,4,2,2,Others,915.56,8
CUST034929,2021-07-02,1,2129.75,1277,1,2,3,Others,2129.75,6
CUST034930,2020-08-07,1,171.48,1606,1,2,1,Others,171.48,4
CUST034931,2024-08-18,1,1049.52,134,5,2,2,Others,1049.52,9
CUST034932,2024-10-04,2,2014.36,87,5,3,3,Loyal Customers,4028.72,11
CUST034933,2023-12-04,3,1802.1599999999999,392,3,4,3,Loyal Customers,5406.48,10
CUST034934,2023-06-08,2,1040.13,571,3,3,2,Loyal Customers,2080.26,8
CUST034935,2021-01-27,1,783.8,1433,1,2,2,Others,783.8,5
CUST034936,2022-06-09,1,368.12,935,2,2,1,Others,368.12,5
CUST034937,2023-03-15,4,2258.48,656,3,5,4,Loyal Customers,9033.92,12
CUST034938,2020-06-23,1,979.4,1651,1,2,2,Others,979.4,5
CUST034939,2022-11-10,1,2990.05,781,2,2,4,Others,2990.05,8
CUST034940,2024-09-24,1,64.8,97,5,2,1,Others,64.8,8
CUST034941,2023-03-10,4,4171.51,661,3,5,5,Loyal Customers,16686.04,13
CUST034942,2020-11-10,2,4276.62,1511,1,3,5,At Risk,8553.24,9
CUST034943,2023-12-30,1,2240.1,366,4,2,4,Others,2240.1,10
CUST034944,2020-02-29,1,531.55,1766,1,2,1,Others,531.55,4
CUST034945,2022-06-30,7,6126.91,914,2,5,5,At Risk,42888.369999999995,12
CUST034946,2022-12-21,3,2543.02,740,2,4,4,At Risk,7629.0599999999995,10
CUST034948,2023-12-15,1,494.76,381,4,2,1,Others,494.76,7
CUST034949,2024-04-05,2,3647.3199999999997,269,4,3,5,Loyal Customers,7294.639999999999,12
CUST034950,2024-12-28,2,1251.82,2,5,3,2,Loyal Customers,2503.64,10
CUST034951,2021-11-10,1,1566.81,1146,1,2,3,Others,1566.81,6
CUST034953,2024-01-02,2,2034.01,363,4,3,3,Loyal Customers,4068.02,10
CUST034955,2024-12-26,3,7067.530000000001,4,5,4,5,Champions,21202.590000000004,14
CUST034956,2022-11-14,4,8246.11,777,2,5,5,At Risk,32984.44,12
CUST034957,2021-09-07,2,1908.3200000000002,1210,1,3,3,At Risk,3816.6400000000003,7
CUST034959,2024-02-17,2,2711.03,317,4,3,4,Loyal Customers,5422.06,11
CUST034960,2021-01-07,1,845.4300000000001,1453,1,2,2,Others,845.4300000000001,5
CUST034961,2024-10-02,1,1164.24,89,5,2,2,Others,1164.24,9
CUST034962,2022-02-21,1,240.72,1043,2,2,1,Others,240.72,5
CUST034963,2024-06-07,4,2750.0,206,4,5,4,Champions,11000.0,13
CUST034965,2023-04-27,4,5414.15,613,3,5,5,Loyal Customers,21656.6,13
CUST034966,2023-03-19,1,1677.96,652,3,2,3,Others,1677.96,8
CUST034967,2024-03-22,5,4987.5599999999995,283,4,5,5,Champions,24937.799999999996,14
CUST034969,2022-04-23,2,959.64,982,2,3,2,At Risk,1919.28,7
CUST034970,2022-01-30,3,4687.45,1065,2,4,5,At Risk,14062.349999999999,11
CUST034971,2024-11-16,4,1819.3200000000002,44,5,5,3,Loyal Customers,7277.280000000001,13
CUST034972,2022-10-02,3,2107.2200000000003,820,2,4,3,At Risk,6321.660000000001,9
CUST034973,2021-10-01,2,688.68,1186,1,3,1,At Risk,1377.36,5
CUST034974,2024-03-17,2,2525.22,288,4,3,4,Loyal Customers,5050.44,11
CUST034975,2023-11-10,3,1717.06,416,3,4,3,Loyal Customers,5151.18,10
CUST034976,2023-06-23,2,381.32000000000005,556,3,3,1,Loyal Customers,762.6400000000001,7
CUST034977,2024-10-19,2,1344.38,72,5,3,2,Loyal Customers,2688.76,10
CUST034978,2021-03-20,1,537.52,1381,1,2,1,Others,537.52,4
CUST034979,2022-05-24,3,2581.16,951,2,4,4,At Risk,7743.48,10
CUST034980,2024-09-04,2,2211.51,117,5,3,4,Loyal Customers,4423.02,12
CUST034981,2024-12-21,2,2989.86,9,5,3,4,Loyal Customers,5979.72,12
CUST034982,2024-03-22,2,522.6600000000001,283,4,3,1,Loyal Customers,1045.3200000000002,8
CUST034983,2022-01-28,1,294.84000000000003,1067,2,2,1,Others,294.84000000000003,5
CUST034984,2023-12-17,1,374.03,379,4,2,1,Others,374.03,7
CUST034985,2024-08-16,3,1435.77,136,5,4,3,Loyal Customers,4307.3099999999995,12
CUST034986,2024-10-24,4,2878.1800000000003,67,5,5,4,Champions,11512.720000000001,14
CUST034987,2022-01-07,1,518.06,1088,1,2,1,Others,518.06,4
CUST034988,2023-10-06,1,2610.7999999999997,451,3,2,4,Others,2610.7999999999997,9
CUST034990,2024-09-20,2,888.7,101,5,3,2,Loyal Customers,1777.4,10
CUST034991,2023-02-22,3,4793.08,677,2,4,5,At Risk,14379.24,11
CUST034993,2024-12-03,3,211.26,27,5,4,1,Loyal Customers,633.78,10
CUST034994,2024-10-08,3,4519.6,83,5,4,5,Champions,13558.800000000001,14
CUST034995,2022-05-20,2,2286.31,955,2,3,4,At Risk,4572.62,9
CUST034996,2023-11-13,6,2701.59,413,3,5,4,Loyal Customers,16209.54,12
CUST034997,2021-09-28,2,2055.29,1189,1,3,3,At Risk,4110.58,7
CUST034998,2023-02-26,2,2879.14,673,2,3,4,At Risk,5758.28,9
CUST034999,2024-02-11,4,2182.65,323,4,5,3,Loyal Customers,8730.6,12
CUST035000,2023-03-03,4,4494.5,668,3,5,5,Loyal Customers,17978.0,13
CUST035001,2021-09-23,1,588.0,1194,1,2,1,Others,588.0,4
CUST035002,2024-03-17,1,625.34,288,4,2,1,Others,625.34,7
CUST035003,2023-08-11,2,2657.87,507,3,3,4,Loyal Customers,5315.74,10
CUST035004,2024-12-08,1,585.16,22,5,2,1,Others,585.16,8
CUST035005,2020-08-21,1,2917.9,1592,1,2,4,Others,2917.9,7
CUST035006,2024-07-04,3,3766.36,179,4,4,5,Champions,11299.08,13
CUST035007,2024-07-04,2,681.89,179,4,3,1,Loyal Customers,1363.78,8
CUST035008,2022-05-05,2,1813.41,970,2,3,3,At Risk,3626.82,8
CUST035009,2024-02-06,1,191.97,328,4,2,1,Others,191.97,7
CUST035010,2020-05-16,1,1982.52,1689,1,2,3,Others,1982.52,6
CUST035011,2021-06-02,1,2386.28,1307,1,2,4,Others,2386.28,7
CUST035012,2020-05-14,1,2174.25,1691,1,2,3,Others,2174.25,6
CUST035014,2024-06-06,2,748.25,207,4,3,2,Loyal Customers,1496.5,9
CUST035015,2020-02-08,1,34.75,1787,1,2,1,Others,34.75,4
CUST035016,2020-09-25,1,926.97,1557,1,2,2,Others,926.97,5
CUST035017,2021-10-31,1,893.44,1156,1,2,2,Others,893.44,5
CUST035018,2023-09-05,1,181.2,482,3,2,1,Others,181.2,6
CUST035019,2020-09-08,2,2585.8,1574,1,3,4,At Risk,5171.6,8
CUST035020,2021-11-15,2,2183.4900000000002,1141,1,3,3,At Risk,4366.9800000000005,7
CUST035021,2024-07-22,2,853.98,161,5,3,2,Loyal Customers,1707.96,10
CUST035023,2024-09-26,3,2606.73,95,5,4,4,Champions,7820.1900000000005,13
CUST035024,2024-06-19,2,373.15000000000003,194,4,3,1,Loyal Customers,746.3000000000001,8
CUST035025,2024-08-30,1,359.58,122,5,2,1,Others,359.58,8
CUST035026,2023-03-10,2,1854.2399999999998,661,3,3,3,Loyal Customers,3708.4799999999996,9
CUST035027,2022-12-13,1,295.83,748,2,2,1,Others,295.83,5
CUST035028,2023-05-16,1,529.37,594,3,2,1,Others,529.37,6
CUST035030,2024-04-10,2,3177.67,264,4,3,4,Loyal Customers,6355.34,11
CUST035032,2023-05-13,2,517.99,597,3,3,1,Loyal Customers,1035.98,7
CUST035033,2024-06-27,1,200.81,186,4,2,1,Others,200.81,7
CUST035034,2021-11-24,2,453.68,1132,1,3,1,At Risk,907.36,5
CUST035035,2023-11-07,1,829.88,419,3,2,2,Others,829.88,7
CUST035036,2022-12-18,3,2136.92,743,2,4,3,At Risk,6410.76,9
CUST035037,2023-03-06,1,42.35,665,3,2,1,Others,42.35,6
CUST035038,2023-04-20,5,4408.75,620,3,5,5,Loyal Customers,22043.75,13
CUST035039,2022-12-29,1,589.55,732,2,2,1,Others,589.55,5
CUST035040,2021-08-22,2,1582.44,1226,1,3,3,At Risk,3164.88,7
CUST035041,2024-12-23,3,5455.1,7,5,4,5,Champions,16365.300000000001,14
CUST035042,2021-10-17,2,1441.44,1170,1,3,3,At Risk,2882.88,7
CUST035043,2023-12-08,3,2761.94,388,4,4,4,Champions,8285.82,12
CUST035044,2024-10-29,1,1684.04,62,5,2,3,Others,1684.04,10
CUST035045,2024-04-10,1,344.24,264,4,2,1,Others,344.24,7
CUST035047,2023-03-21,1,1525.1999999999998,650,3,2,3,Others,1525.1999999999998,8
CUST035050,2023-10-30,4,6140.17,427,3,5,5,Loyal Customers,24560.68,13
CUST035051,2023-08-13,4,4239.74,505,3,5,5,Loyal Customers,16958.96,13
CUST035052,2021-08-29,1,198.12,1219,1,2,1,Others,198.12,4
CUST035053,2024-07-28,4,4500.82,155,5,5,5,Champions,18003.28,15
CUST035054,2024-12-14,1,1134.2,16,5,2,2,Others,1134.2,9
CUST035055,2021-09-14,3,2932.17,1203,1,4,4,At Risk,8796.51,9
CUST035056,2023-10-25,4,3073.3,432,3,5,4,Loyal Customers,12293.2,12
CUST035057,2021-12-11,1,1571.9499999999998,1115,1,2,3,Others,1571.9499999999998,6
CUST035058,2023-08-03,2,538.9000000000001,515,3,3,1,Loyal Customers,1077.8000000000002,7
CUST035059,2023-11-02,2,862.34,424,3,3,2,Loyal Customers,1724.68,8
CUST035060,2023-06-19,2,1812.3799999999999,560,3,3,3,Loyal Customers,3624.7599999999998,9
CUST035061,2024-09-25,5,8911.349999999999,96,5,5,5,Champions,44556.74999999999,15
CUST035063,2020-06-10,1,183.99,1664,1,2,1,Others,183.99,4
CUST035065,2024-04-01,2,1721.61,273,4,3,3,Loyal Customers,3443.22,10
CUST035066,2024-04-19,6,5823.77,255,4,5,5,Champions,34942.62,14
CUST035068,2022-12-08,1,1873.0,753,2,2,3,Others,1873.0,7
CUST035069,2024-10-23,2,1860.8400000000001,68,5,3,3,Loyal Customers,3721.6800000000003,11
CUST035070,2023-10-09,1,813.15,448,3,2,2,Others,813.15,7
CUST035071,2023-10-05,3,1268.4099999999999,452,3,4,2,Loyal Customers,3805.2299999999996,9
CUST035072,2024-06-01,1,2858.35,212,4,2,4,Others,2858.35,10
CUST035074,2021-01-13,1,354.78,1447,1,2,1,Others,354.78,4
CUST035076,2024-08-27,4,2517.71,125,5,5,4,Champions,10070.84,14
CUST035077,2024-04-13,3,3414.3,261,4,4,5,Champions,10242.900000000001,13
CUST035078,2022-12-28,3,4952.45,733,2,4,5,At Risk,14857.349999999999,11
CUST035079,2023-01-24,2,765.06,706,2,3,2,At Risk,1530.12,7
CUST035080,2021-10-31,2,3204.1,1156,1,3,4,At Risk,6408.2,8
CUST035081,2022-11-20,2,2845.59,771,2,3,4,At Risk,5691.18,9
CUST035082,2023-02-07,3,4469.14,692,2,4,5,At Risk,13407.420000000002,11
CUST035083,2023-07-23,2,1015.41,526,3,3,2,Loyal Customers,2030.82,8
CUST035084,2022-01-25,2,2646.2,1070,2,3,4,At Risk,5292.4,9
CUST035085,2020-12-05,1,289.05,1486,1,2,1,Others,289.05,4
CUST035086,2024-12-10,1,455.96,20,5,2,1,Others,455.96,8
CUST035087,2024-06-28,4,3718.98,185,4,5,5,Champions,14875.92,14
CUST035088,2021-07-07,1,613.92,1272,1,2,1,Others,613.92,4
CUST035089,2021-07-02,1,587.04,1277,1,2,1,Others,587.04,4
CUST035090,2022-03-25,2,1637.95,1011,2,3,3,At Risk,3275.9,8
CUST035091,2023-05-20,2,3403.7200000000003,590,3,3,5,Loyal Customers,6807.4400000000005,11
CUST035092,2021-04-26,2,1663.02,1344,1,3,3,At Risk,3326.04,7
CUST035094,2022-09-18,1,1710.0,834,2,2,3,Others,1710.0,7
CUST035095,2024-10-14,4,3642.33,77,5,5,5,Champions,14569.32,15
CUST035097,2024-08-25,2,3217.5,127,5,3,4,Loyal Customers,6435.0,12
CUST035098,2023-05-27,4,4509.179999999999,583,3,5,5,Loyal Customers,18036.719999999998,13
CUST035099,2023-11-13,4,4958.96,413,3,5,5,Loyal Customers,19835.84,13
CUST035100,2024-04-21,3,1458.25,253,4,4,3,Loyal Customers,4374.75,11
CUST035102,2022-09-05,2,1432.6,847,2,3,3,At Risk,2865.2,8
CUST035103,2021-03-19,2,2726.58,1382,1,3,4,At Risk,5453.16,8
CUST035105,2021-12-26,3,815.62,1100,1,4,2,At Risk,2446.86,7
CUST035106,2021-11-21,1,806.46,1135,1,2,2,Others,806.46,5
CUST035107,2024-04-07,2,2434.46,267,4,3,4,Loyal Customers,4868.92,11
CUST035108,2020-09-25,1,235.04,1557,1,2,1,Others,235.04,4
CUST035109,2024-07-20,4,1503.97,163,5,5,3,Loyal Customers,6015.88,13
CUST035110,2021-09-21,3,522.77,1196,1,4,1,At Risk,1568.31,6
CUST035111,2023-06-17,1,94.66,562,3,2,1,Others,94.66,6
CUST035112,2021-05-06,1,142.32,1334,1,2,1,Others,142.32,4
CUST035113,2024-09-23,2,3227.65,98,5,3,4,Loyal Customers,6455.3,12
CUST035114,2024-11-20,4,3968.28,40,5,5,5,Champions,15873.12,15
CUST035115,2024-11-14,2,2371.92,46,5,3,4,Loyal Customers,4743.84,12
CUST035116,2021-12-21,2,2155.68,1105,1,3,3,At Risk,4311.36,7
CUST035117,2024-09-03,2,1651.6599999999999,118,5,3,3,Loyal Customers,3303.3199999999997,11
CUST035118,2024-10-07,2,1693.71,84,5,3,3,Loyal Customers,3387.42,11
CUST035119,2021-11-29,3,1294.2600000000002,1127,1,4,2,At Risk,3882.7800000000007,7
CUST035120,2024-02-04,4,3257.29,330,4,5,4,Champions,13029.16,13
CUST035121,2021-12-21,1,1224.75,1105,1,2,2,Others,1224.75,5
CUST035122,2024-07-31,5,1536.36,152,5,5,3,Loyal Customers,7681.799999999999,13
CUST035123,2022-06-08,2,496.29,936,2,3,1,At Risk,992.58,6
CUST035125,2023-04-27,2,1069.93,613,3,3,2,Loyal Customers,2139.86,8
CUST035126,2024-02-11,2,2647.96,323,4,3,4,Loyal Customers,5295.92,11
CUST035127,2020-12-26,1,643.83,1465,1,2,1,Others,643.83,4
CUST035128,2022-10-22,3,731.88,800,2,4,2,At Risk,2195.64,8
CUST035129,2021-11-22,3,3150.2400000000002,1134,1,4,4,At Risk,9450.720000000001,9
CUST035130,2022-10-13,1,965.04,809,2,2,2,Others,965.04,6
CUST035131,2024-11-12,4,3871.95,48,5,5,5,Champions,15487.8,15
CUST035132,2022-11-23,2,933.76,768,2,3,2,At Risk,1867.52,7
CUST035133,2022-05-02,1,69.36,973,2,2,1,Others,69.36,5
CUST035134,2022-12-06,2,2031.28,755,2,3,3,At Risk,4062.56,8
CUST035135,2020-08-05,1,441.04,1608,1,2,1,Others,441.04,4
